alert_id,clinic_id,alert_type,reference_id,severity,trigger_metric,triggered_date,is_resolved
AL0736,CL0022,Outbreak_Warning,DIS025,Medium,Geospatial cluster detected: 19 cases within 5km radius,2023-06-04,True
AL0737,CL0006,Low_Stock,DRG041,Critical,Current stock 44 < Buffer 123,2022-01-03,True
AL0738,CL0021,Low_Stock,DRG081,High,Current stock 20 < Buffer 67,2025-01-09,True
AL0739,CL0011,Low_Stock,DRG037,Medium,Current stock 20 < Buffer 105,2024-02-08,False
AL0740,CL0007,Disease_Spike,DIS034,Medium,Cases increased 242% in 24 hours,2025-12-08,True
AL0741,CL0049,Low_Stock,DRG020,High,Current stock 30 < Buffer 142,2022-07-08,True
AL0742,CL0016,Low_Stock,DRG041,Medium,Current stock 6 < Buffer 61,2023-08-05,True
AL0743,CL0029,Low_Stock,DRG071,Critical,Current stock 10 < Buffer 60,2023-06-22,True
AL0744,CL0024,Disease_Spike,DIS022,High,Cases increased 186% in 48 hours,2022-02-15,True
AL0745,CL0021,Low_Stock,DRG035,High,Current stock 22 < Buffer 66,2024-08-18,True
AL0746,CL0011,Disease_Spike,DIS037,Medium,Cases increased 288% in 48 hours,2023-01-02,True
AL0747,CL0014,Low_Stock,DRG021,Medium,Current stock 11 < Buffer 108,2025-06-18,True
AL0748,CL0050,Outbreak_Warning,DIS039,Medium,Geospatial cluster detected: 19 cases within 5km radius,2022-10-01,True
AL0749,CL0049,Disease_Spike,DIS029,High,Cases increased 422% in 48 hours,2023-12-12,True
AL0750,CL0013,Low_Stock,DRG036,Medium,Current stock 9 < Buffer 63,2025-02-20,True
AL0751,CL0013,Disease_Spike,DIS002,High,Cases increased 282% in 48 hours,2023-07-19,True
AL0752,CL0041,Disease_Spike,DIS046,Critical,Cases increased 224% in 24 hours,2025-02-10,True
AL0753,CL0008,Outbreak_Warning,DIS045,High,Geospatial cluster detected: 46 cases within 5km radius,2025-08-26,True
AL0754,CL0013,Outbreak_Warning,DIS037,Medium,Geospatial cluster detected: 24 cases within 5km radius,2023-12-17,True
AL0755,CL0007,Outbreak_Warning,DIS049,Critical,Geospatial cluster detected: 43 cases within 5km radius,2025-08-05,True
AL0756,CL0016,Disease_Spike,DIS016,Critical,Cases increased 486% in 48 hours,2021-12-12,True
AL0757,CL0041,Low_Stock,DRG077,Critical,Current stock 46 < Buffer 110,2021-07-17,True
AL0758,CL0023,Outbreak_Warning,DIS047,Medium,Geospatial cluster detected: 10 cases within 5km radius,2024-05-05,True
AL0759,CL0029,Low_Stock,DRG003,Medium,Current stock 8 < Buffer 90,2025-01-09,True
AL0760,CL0024,Disease_Spike,DIS041,Critical,Cases increased 156% in 24 hours,2022-06-21,True
AL0761,CL0027,Low_Stock,DRG018,Critical,Current stock 9 < Buffer 124,2025-02-14,True
AL0762,CL0011,Low_Stock,DRG079,Critical,Current stock 5 < Buffer 109,2022-08-05,True
AL0763,CL0014,Outbreak_Warning,DIS040,Critical,Geospatial cluster detected: 10 cases within 5km radius,2023-01-03,True
AL0764,CL0024,Disease_Spike,DIS006,Medium,Cases increased 323% in 48 hours,2023-06-19,True
AL0765,CL0026,Outbreak_Warning,DIS035,High,Geospatial cluster detected: 35 cases within 5km radius,2023-07-03,True
AL0766,CL0039,Disease_Spike,DIS036,Critical,Cases increased 425% in 24 hours,2023-07-21,True
AL0767,CL0043,Low_Stock,DRG070,High,Current stock 32 < Buffer 82,2023-02-16,True
AL0768,CL0047,Low_Stock,DRG047,High,Current stock 28 < Buffer 110,2022-07-02,True
AL0769,CL0018,Disease_Spike,DIS027,High,Cases increased 337% in 24 hours,2025-06-01,True
AL0770,CL0030,Outbreak_Warning,DIS026,Medium,Geospatial cluster detected: 23 cases within 5km radius,2022-06-11,True
AL0771,CL0015,Outbreak_Warning,DIS039,Medium,Geospatial cluster detected: 26 cases within 5km radius,2023-02-01,True
AL0772,CL0031,Disease_Spike,DIS038,Medium,Cases increased 296% in 24 hours,2021-06-19,True
AL0773,CL0013,Disease_Spike,DIS007,High,Cases increased 205% in 48 hours,2023-07-07,True
AL0774,CL0025,Outbreak_Warning,DIS006,Medium,Geospatial cluster detected: 40 cases within 5km radius,2025-04-05,False
AL0775,CL0039,Disease_Spike,DIS024,Medium,Cases increased 328% in 72 hours,2025-08-20,True
AL0776,CL0037,Low_Stock,DRG081,Medium,Current stock 41 < Buffer 118,2023-08-10,True
AL0777,CL0002,Low_Stock,DRG064,Critical,Current stock 8 < Buffer 99,2021-10-05,True
AL0778,CL0034,Disease_Spike,DIS001,Critical,Cases increased 427% in 72 hours,2022-05-06,False
AL0779,CL0003,Outbreak_Warning,DIS050,Medium,Geospatial cluster detected: 23 cases within 5km radius,2023-08-04,True
AL0780,CL0003,Low_Stock,DRG033,Medium,Current stock 14 < Buffer 84,2022-02-04,True
AL0781,CL0047,Outbreak_Warning,DIS016,Medium,Geospatial cluster detected: 44 cases within 5km radius,2022-07-24,True
AL0782,CL0021,Outbreak_Warning,DIS028,Medium,Geospatial cluster detected: 46 cases within 5km radius,2021-01-11,True
AL0783,CL0036,Disease_Spike,DIS001,Critical,Cases increased 172% in 24 hours,2024-12-13,True
AL0784,CL0021,Outbreak_Warning,DIS023,High,Geospatial cluster detected: 47 cases within 5km radius,2021-06-16,True
AL0785,CL0031,Outbreak_Warning,DIS030,Medium,Geospatial cluster detected: 42 cases within 5km radius,2021-08-11,True
AL0786,CL0008,Outbreak_Warning,DIS048,Medium,Geospatial cluster detected: 13 cases within 5km radius,2024-06-14,True
AL0787,CL0021,Disease_Spike,DIS001,Medium,Cases increased 343% in 48 hours,2025-08-27,True
AL0788,CL0044,Low_Stock,DRG082,Critical,Current stock 46 < Buffer 63,2024-02-20,True
AL0789,CL0009,Disease_Spike,DIS041,Critical,Cases increased 406% in 72 hours,2023-07-20,True
AL0790,CL0014,Low_Stock,DRG033,Critical,Current stock 30 < Buffer 110,2022-09-26,False
AL0791,CL0028,Low_Stock,DRG059,Critical,Current stock 12 < Buffer 99,2022-12-26,False
AL0792,CL0013,Low_Stock,DRG095,High,Current stock 42 < Buffer 131,2023-08-03,True
AL0793,CL0017,Disease_Spike,DIS023,Critical,Cases increased 498% in 48 hours,2024-07-06,False
AL0794,CL0048,Low_Stock,DRG058,Medium,Current stock 43 < Buffer 145,2021-01-05,True
AL0795,CL0044,Disease_Spike,DIS017,High,Cases increased 485% in 72 hours,2021-07-14,True
AL0796,CL0035,Low_Stock,DRG095,Medium,Current stock 49 < Buffer 114,2023-07-26,True
AL0797,CL0047,Outbreak_Warning,DIS005,High,Geospatial cluster detected: 21 cases within 5km radius,2022-08-01,True
AL0798,CL0038,Low_Stock,DRG019,Medium,Current stock 38 < Buffer 115,2023-07-02,True
AL0799,CL0014,Disease_Spike,DIS044,Critical,Cases increased 233% in 48 hours,2022-08-01,True
AL0800,CL0043,Low_Stock,DRG040,Critical,Current stock 36 < Buffer 83,2025-12-01,True
AL0801,CL0040,Low_Stock,DRG029,Critical,Current stock 14 < Buffer 120,2025-08-06,True
AL0802,CL0011,Low_Stock,DRG056,Medium,Current stock 5 < Buffer 147,2024-12-24,True
AL0803,CL0005,Disease_Spike,DIS046,Medium,Cases increased 312% in 72 hours,2022-05-21,True
AL0804,CL0027,Low_Stock,DRG052,High,Current stock 5 < Buffer 118,2025-01-23,True
AL0805,CL0042,Disease_Spike,DIS015,Critical,Cases increased 394% in 72 hours,2023-01-28,True
AL0806,CL0042,Disease_Spike,DIS010,High,Cases increased 232% in 48 hours,2022-03-22,True
AL0807,CL0017,Low_Stock,DRG003,Medium,Current stock 17 < Buffer 72,2023-12-02,True
AL0808,CL0034,Disease_Spike,DIS040,High,Cases increased 377% in 48 hours,2023-08-24,True
AL0809,CL0011,Outbreak_Warning,DIS019,High,Geospatial cluster detected: 13 cases within 5km radius,2024-01-15,True
AL0810,CL0039,Outbreak_Warning,DIS045,Critical,Geospatial cluster detected: 33 cases within 5km radius,2023-07-17,True
AL0811,CL0011,Disease_Spike,DIS039,Critical,Cases increased 199% in 72 hours,2023-01-06,True
AL0812,CL0028,Disease_Spike,DIS046,Medium,Cases increased 475% in 24 hours,2022-07-12,False
AL0813,CL0026,Low_Stock,DRG038,High,Current stock 48 < Buffer 85,2025-03-13,True
AL0814,CL0005,Disease_Spike,DIS027,High,Cases increased 268% in 72 hours,2025-12-01,True
AL0815,CL0039,Low_Stock,DRG013,High,Current stock 47 < Buffer 146,2024-09-16,True
AL0816,CL0039,Outbreak_Warning,DIS040,High,Geospatial cluster detected: 20 cases within 5km radius,2023-12-21,True
AL0817,CL0025,Disease_Spike,DIS006,High,Cases increased 480% in 72 hours,2025-01-27,True
AL0818,CL0031,Low_Stock,DRG047,High,Current stock 31 < Buffer 83,2021-01-07,True
AL0819,CL0029,Low_Stock,DRG046,High,Current stock 49 < Buffer 150,2023-06-21,True
AL0820,CL0045,Disease_Spike,DIS013,High,Cases increased 273% in 72 hours,2025-07-03,True
AL0821,CL0019,Outbreak_Warning,DIS039,Critical,Geospatial cluster detected: 21 cases within 5km radius,2025-08-19,True
AL0822,CL0031,Outbreak_Warning,DIS049,High,Geospatial cluster detected: 47 cases within 5km radius,2023-05-13,True
AL0823,CL0025,Low_Stock,DRG073,High,Current stock 42 < Buffer 124,2023-07-14,True
AL0824,CL0015,Low_Stock,DRG036,High,Current stock 48 < Buffer 122,2023-01-05,True
AL0825,CL0020,Disease_Spike,DIS046,High,Cases increased 283% in 24 hours,2025-12-23,True
AL0826,CL0027,Outbreak_Warning,DIS028,Medium,Geospatial cluster detected: 41 cases within 5km radius,2025-07-23,True
AL0827,CL0006,Disease_Spike,DIS015,Critical,Cases increased 203% in 24 hours,2024-01-03,False
AL0828,CL0014,Disease_Spike,DIS019,Critical,Cases increased 236% in 24 hours,2022-06-07,True
AL0829,CL0027,Low_Stock,DRG002,High,Current stock 46 < Buffer 70,2023-07-11,True
AL0830,CL0033,Disease_Spike,DIS043,Medium,Cases increased 258% in 48 hours,2021-08-11,True
AL0831,CL0039,Low_Stock,DRG085,High,Current stock 5 < Buffer 81,2021-08-25,False
AL0832,CL0042,Low_Stock,DRG037,Critical,Current stock 24 < Buffer 146,2023-04-08,True
AL0833,CL0011,Disease_Spike,DIS030,Medium,Cases increased 373% in 72 hours,2023-12-27,True
AL0834,CL0036,Low_Stock,DRG022,Medium,Current stock 28 < Buffer 72,2022-07-27,True
AL0835,CL0030,Outbreak_Warning,DIS010,High,Geospatial cluster detected: 44 cases within 5km radius,2022-06-28,True
AL0836,CL0023,Outbreak_Warning,DIS012,High,Geospatial cluster detected: 29 cases within 5km radius,2025-01-24,True
AL0837,CL0015,Outbreak_Warning,DIS017,Medium,Geospatial cluster detected: 11 cases within 5km radius,2025-06-28,True
AL0838,CL0036,Disease_Spike,DIS047,Critical,Cases increased 499% in 48 hours,2023-12-20,True
AL0839,CL0007,Disease_Spike,DIS038,Critical,Cases increased 441% in 48 hours,2022-08-16,True
AL0840,CL0041,Outbreak_Warning,DIS016,High,Geospatial cluster detected: 49 cases within 5km radius,2022-12-05,True
AL0841,CL0024,Low_Stock,DRG078,High,Current stock 41 < Buffer 71,2024-07-24,True
AL0842,CL0009,Disease_Spike,DIS022,Medium,Cases increased 476% in 24 hours,2022-01-04,True
AL0843,CL0037,Disease_Spike,DIS009,Critical,Cases increased 216% in 72 hours,2023-06-12,True
AL0844,CL0027,Disease_Spike,DIS022,Medium,Cases increased 199% in 48 hours,2025-01-16,True
AL0845,CL0042,Outbreak_Warning,DIS047,High,Geospatial cluster detected: 45 cases within 5km radius,2022-12-02,True
AL0846,CL0031,Low_Stock,DRG072,Critical,Current stock 12 < Buffer 82,2023-02-12,True
AL0847,CL0004,Outbreak_Warning,DIS010,Medium,Geospatial cluster detected: 50 cases within 5km radius,2025-08-19,True
AL0848,CL0022,Outbreak_Warning,DIS015,High,Geospatial cluster detected: 17 cases within 5km radius,2023-12-21,True
AL0849,CL0042,Outbreak_Warning,DIS006,Medium,Geospatial cluster detected: 32 cases within 5km radius,2023-01-27,True
AL0850,CL0017,Outbreak_Warning,DIS036,High,Geospatial cluster detected: 19 cases within 5km radius,2021-06-04,True
AL0851,CL0033,Outbreak_Warning,DIS040,Critical,Geospatial cluster detected: 25 cases within 5km radius,2024-06-20,True
AL0852,CL0025,Outbreak_Warning,DIS028,Critical,Geospatial cluster detected: 45 cases within 5km radius,2025-01-05,False
AL0853,CL0049,Disease_Spike,DIS033,Medium,Cases increased 162% in 72 hours,2023-12-08,True
AL0854,CL0001,Low_Stock,DRG071,Medium,Current stock 40 < Buffer 74,2022-06-05,True
AL0855,CL0045,Disease_Spike,DIS006,High,Cases increased 166% in 48 hours,2023-02-09,True
AL0856,CL0006,Low_Stock,DRG082,High,Current stock 23 < Buffer 86,2025-07-27,True
AL0857,CL0039,Outbreak_Warning,DIS023,Medium,Geospatial cluster detected: 20 cases within 5km radius,2023-12-22,True
AL0858,CL0004,Disease_Spike,DIS023,Critical,Cases increased 290% in 72 hours,2023-12-14,False
AL0859,CL0026,Disease_Spike,DIS021,Medium,Cases increased 326% in 72 hours,2025-02-24,True
AL0860,CL0038,Low_Stock,DRG033,Critical,Current stock 29 < Buffer 144,2021-08-08,True
AL0861,CL0031,Low_Stock,DRG044,Medium,Current stock 12 < Buffer 94,2024-06-12,True
AL0862,CL0044,Disease_Spike,DIS011,Medium,Cases increased 190% in 24 hours,2021-06-07,False
AL0863,CL0022,Outbreak_Warning,DIS021,High,Geospatial cluster detected: 40 cases within 5km radius,2024-08-08,True
AL0864,CL0012,Disease_Spike,DIS001,Medium,Cases increased 173% in 24 hours,2023-08-13,True
AL0865,CL0048,Low_Stock,DRG096,Medium,Current stock 18 < Buffer 111,2021-11-01,True
AL0866,CL0001,Outbreak_Warning,DIS021,Medium,Geospatial cluster detected: 22 cases within 5km radius,2024-01-14,True
AL0867,CL0020,Outbreak_Warning,DIS031,Critical,Geospatial cluster detected: 48 cases within 5km radius,2021-02-17,False
AL0868,CL0043,Low_Stock,DRG059,Critical,Current stock 5 < Buffer 107,2025-08-21,True
AL0869,CL0032,Disease_Spike,DIS022,High,Cases increased 427% in 48 hours,2022-06-28,False
AL0870,CL0047,Outbreak_Warning,DIS042,Critical,Geospatial cluster detected: 35 cases within 5km radius,2023-12-01,True
AL0871,CL0018,Outbreak_Warning,DIS023,High,Geospatial cluster detected: 38 cases within 5km radius,2024-06-17,True
AL0872,CL0021,Low_Stock,DRG001,Critical,Current stock 21 < Buffer 94,2024-02-11,False
AL0873,CL0016,Low_Stock,DRG009,Critical,Current stock 31 < Buffer 89,2023-07-20,True
AL0874,CL0010,Low_Stock,DRG071,High,Current stock 47 < Buffer 133,2025-01-09,True
AL0875,CL0009,Disease_Spike,DIS039,Medium,Cases increased 397% in 48 hours,2025-06-05,True
AL0876,CL0030,Low_Stock,DRG039,High,Current stock 13 < Buffer 99,2023-01-25,True
AL0877,CL0034,Low_Stock,DRG080,Medium,Current stock 13 < Buffer 85,2022-06-20,True
AL0878,CL0021,Disease_Spike,DIS010,Medium,Cases increased 215% in 48 hours,2024-02-11,True
AL0879,CL0015,Low_Stock,DRG079,Critical,Current stock 15 < Buffer 93,2021-07-27,True
AL0880,CL0047,Disease_Spike,DIS047,Critical,Cases increased 171% in 72 hours,2022-07-14,True
AL0881,CL0043,Disease_Spike,DIS031,Medium,Cases increased 444% in 72 hours,2022-06-20,True
AL0882,CL0031,Disease_Spike,DIS044,Critical,Cases increased 435% in 24 hours,2021-09-10,True
AL0883,CL0001,Low_Stock,DRG049,Critical,Current stock 30 < Buffer 119,2025-01-21,False
AL0884,CL0005,Low_Stock,DRG017,Critical,Current stock 7 < Buffer 87,2022-02-25,True
AL0885,CL0030,Disease_Spike,DIS038,High,Cases increased 380% in 24 hours,2022-06-23,True
AL0886,CL0050,Disease_Spike,DIS009,Medium,Cases increased 319% in 48 hours,2023-07-27,True
AL0887,CL0040,Outbreak_Warning,DIS017,Critical,Geospatial cluster detected: 41 cases within 5km radius,2024-06-23,True
AL0888,CL0028,Disease_Spike,DIS049,High,Cases increased 257% in 24 hours,2024-03-20,True
AL0889,CL0040,Disease_Spike,DIS006,Critical,Cases increased 357% in 24 hours,2025-12-25,True
AL0890,CL0024,Low_Stock,DRG094,Medium,Current stock 37 < Buffer 149,2024-01-03,True
AL0891,CL0028,Low_Stock,DRG027,High,Current stock 18 < Buffer 118,2022-06-17,True
AL0892,CL0023,Outbreak_Warning,DIS032,Critical,Geospatial cluster detected: 46 cases within 5km radius,2021-06-22,True
AL0893,CL0025,Low_Stock,DRG095,High,Current stock 19 < Buffer 136,2021-12-10,True
AL0894,CL0030,Disease_Spike,DIS001,Medium,Cases increased 171% in 72 hours,2023-06-01,True
AL0895,CL0002,Disease_Spike,DIS033,Medium,Cases increased 388% in 48 hours,2024-06-19,True
AL0896,CL0013,Disease_Spike,DIS016,High,Cases increased 322% in 24 hours,2024-01-05,True
AL0897,CL0024,Low_Stock,DRG011,High,Current stock 44 < Buffer 115,2022-08-19,True
AL0898,CL0007,Outbreak_Warning,DIS012,High,Geospatial cluster detected: 24 cases within 5km radius,2022-06-22,False
AL0899,CL0025,Low_Stock,DRG009,Medium,Current stock 32 < Buffer 146,2022-01-12,True
AL0900,CL0035,Outbreak_Warning,DIS032,Critical,Geospatial cluster detected: 41 cases within 5km radius,2025-03-07,True
AL0901,CL0035,Outbreak_Warning,DIS029,Medium,Geospatial cluster detected: 41 cases within 5km radius,2025-01-03,True
AL0902,CL0032,Outbreak_Warning,DIS046,Critical,Geospatial cluster detected: 12 cases within 5km radius,2021-06-07,True
AL0903,CL0019,Outbreak_Warning,DIS044,Medium,Geospatial cluster detected: 33 cases within 5km radius,2021-07-20,True
AL0904,CL0044,Disease_Spike,DIS015,High,Cases increased 155% in 24 hours,2022-12-13,True
AL0905,CL0048,Low_Stock,DRG064,Medium,Current stock 20 < Buffer 138,2022-06-06,True
AL0906,CL0014,Low_Stock,DRG018,Medium,Current stock 15 < Buffer 149,2024-08-12,True
AL0907,CL0022,Disease_Spike,DIS035,Critical,Cases increased 179% in 24 hours,2022-02-19,False
AL0908,CL0006,Low_Stock,DRG062,Critical,Current stock 45 < Buffer 135,2022-08-02,True
AL0909,CL0007,Outbreak_Warning,DIS025,High,Geospatial cluster detected: 12 cases within 5km radius,2024-01-10,True
AL0910,CL0032,Disease_Spike,DIS031,High,Cases increased 500% in 48 hours,2024-02-16,True
AL0911,CL0027,Outbreak_Warning,DIS005,Critical,Geospatial cluster detected: 11 cases within 5km radius,2025-04-02,True
AL0912,CL0017,Low_Stock,DRG024,High,Current stock 24 < Buffer 84,2025-01-05,True
AL0913,CL0035,Low_Stock,DRG029,High,Current stock 48 < Buffer 68,2022-07-22,True
AL0914,CL0014,Outbreak_Warning,DIS032,Critical,Geospatial cluster detected: 10 cases within 5km radius,2023-07-27,True
AL0915,CL0039,Disease_Spike,DIS046,High,Cases increased 250% in 48 hours,2022-04-05,False
AL0916,CL0024,Disease_Spike,DIS036,Medium,Cases increased 187% in 72 hours,2024-02-17,True
AL0917,CL0002,Outbreak_Warning,DIS011,Medium,Geospatial cluster detected: 27 cases within 5km radius,2022-12-02,True
AL0918,CL0028,Disease_Spike,DIS033,Critical,Cases increased 474% in 72 hours,2024-12-26,False
AL0919,CL0043,Low_Stock,DRG052,Medium,Current stock 46 < Buffer 120,2023-07-26,True
AL0920,CL0001,Low_Stock,DRG099,High,Current stock 46 < Buffer 148,2025-10-07,True
AL0921,CL0020,Low_Stock,DRG026,Critical,Current stock 34 < Buffer 145,2025-01-17,True
AL0922,CL0003,Outbreak_Warning,DIS034,Medium,Geospatial cluster detected: 31 cases within 5km radius,2025-06-20,True
AL0923,CL0019,Disease_Spike,DIS037,Medium,Cases increased 388% in 72 hours,2022-12-12,True
AL0924,CL0019,Low_Stock,DRG056,Medium,Current stock 47 < Buffer 98,2023-06-12,True
AL0925,CL0028,Outbreak_Warning,DIS022,High,Geospatial cluster detected: 32 cases within 5km radius,2024-05-18,True
AL0926,CL0009,Outbreak_Warning,DIS041,Medium,Geospatial cluster detected: 20 cases within 5km radius,2022-12-17,True
AL0927,CL0002,Low_Stock,DRG016,Critical,Current stock 34 < Buffer 114,2022-07-17,True
AL0928,CL0005,Disease_Spike,DIS042,Critical,Cases increased 220% in 72 hours,2021-02-28,True
AL0929,CL0031,Disease_Spike,DIS027,High,Cases increased 399% in 24 hours,2021-05-22,False
AL0930,CL0001,Outbreak_Warning,DIS005,Critical,Geospatial cluster detected: 10 cases within 5km radius,2025-07-22,True
AL0931,CL0045,Low_Stock,DRG087,Medium,Current stock 46 < Buffer 119,2025-08-13,True
AL0932,CL0010,Disease_Spike,DIS041,High,Cases increased 251% in 72 hours,2022-01-19,True
AL0933,CL0027,Disease_Spike,DIS003,High,Cases increased 427% in 72 hours,2022-07-28,False
AL0934,CL0006,Outbreak_Warning,DIS008,Medium,Geospatial cluster detected: 13 cases within 5km radius,2022-04-27,True
AL0935,CL0003,Low_Stock,DRG004,Critical,Current stock 19 < Buffer 65,2023-06-06,True
AL0936,CL0018,Outbreak_Warning,DIS023,High,Geospatial cluster detected: 19 cases within 5km radius,2024-07-05,True
AL0937,CL0019,Low_Stock,DRG068,Medium,Current stock 39 < Buffer 66,2024-01-22,True
AL0938,CL0009,Low_Stock,DRG083,Critical,Current stock 32 < Buffer 143,2021-02-26,True
AL0939,CL0037,Low_Stock,DRG092,High,Current stock 15 < Buffer 96,2022-06-26,True
AL0940,CL0046,Outbreak_Warning,DIS028,High,Geospatial cluster detected: 44 cases within 5km radius,2023-04-08,True
